"GEO","TIME","INDIC_ED","UNIT","Value","Flag and Footnotes"
"Luxembourg","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Luxembourg","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.72",""
"Luxembourg","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.53",""
"Luxembourg","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Luxembourg","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.75",""
"Hungary","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.39",""
"Hungary","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.96",""
"Hungary","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.29",""
"Hungary","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.23",""
"Hungary","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.91",""
"Hungary","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.91",""
"Hungary","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.00",""
"Hungary","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.71",""
"Hungary","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.22",""
"Hungary","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.98",""
"Hungary","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.44",""
"Hungary","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.03",""
"Hungary","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.46",""
"Hungary","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.02",""
"Hungary","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.93",""
"Hungary","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.46",""
"Hungary","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.10",""
"Hungary","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.36",""
"Hungary","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.03",""
"Hungary","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.97",""
"Hungary","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.44",""
"Hungary","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.06",""
"Hungary","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.34",""
"Hungary","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.04",""
"Hungary","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","1.00",""
"Hungary","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.29",""
"Hungary","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.01",""
"Hungary","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.33",""
"Hungary","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.04",""
"Hungary","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.91",""
"Hungary","2008","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.10",""
"Hungary","2008","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.86",""
"Hungary","2008","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.25",""
"Hungary","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.02",""
"Hungary","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.96",""
"Hungary","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.12",""
"Hungary","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.86",""
"Hungary","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.22",""
"Hungary","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.13",""
"Hungary","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.91",""
"Hungary","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.90",""
"Hungary","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.87",""
"Hungary","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.07",""
"Hungary","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.98",""
"Hungary","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.97",""
"Hungary","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.71",""
"Hungary","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.76",""
"Hungary","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.96",""
"Hungary","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.10",""
"Hungary","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.89",""
"Malta","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.22",""
"Malta","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.06",""
"Malta","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.01",""
"Malta","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.87",""
"Malta","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.28",""
"Malta","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.48",""
"Malta","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.72",""
"Malta","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.51",""
"Malta","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.78",""
"Malta","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","1.47",""
"Malta","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.66",""
"Malta","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.98",""
"Malta","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.86",""
"Malta","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.51",""
"Malta","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","1.31",""
"Malta","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.58","b"
"Malta","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.35","b"
"Malta","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.84","b"
"Malta","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.03","b"
"Malta","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","1.35","b"
"Malta","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.45",""
"Malta","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.51",""
"Malta","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.95",""
"Malta","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.97",""
"Malta","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","1.02",""
"Malta","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.18",""
"Malta","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.35",""
"Malta","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.75",""
"Malta","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.93",""
"Malta","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","1.15",""
"Malta","2008","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.72","i"
"Malta","2008","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.32","i"
"Malta","2008","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","3.02","i"
"Malta","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.01","i"
"Malta","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.37",""
"Malta","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.32",""
"Malta","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.17",""
"Malta","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.61",""
"Malta","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.16","i"
"Malta","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.37",""
"Malta","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.74",""
"Malta","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.46",""
"Malta","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","3.25",""
"Malta","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.54",""
"Malta","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.50",""
"Malta","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","7.96",""
"Malta","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.18",""
"Malta","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","5.25",""
"Malta","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.11",""
"Malta","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.42",""
"Netherlands","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.22",""
"Netherlands","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.40",""
"Netherlands","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.06",""
"Netherlands","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.36",""
"Netherlands","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.40",""
"Netherlands","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.47",""
"Netherlands","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.48",""
"Netherlands","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.11",""
"Netherlands","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.45",""
"Netherlands","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.43",""
"Netherlands","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.50",""
"Netherlands","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.44",""
"Netherlands","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.17",""
"Netherlands","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.47",""
"Netherlands","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.42",""
"Netherlands","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.53",""
"Netherlands","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.42",""
"Netherlands","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.19",""
"Netherlands","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.49",""
"Netherlands","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.42",""
"Netherlands","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.50",""
"Netherlands","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.37",""
"Netherlands","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.20",""
"Netherlands","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.52",""
"Netherlands","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.41",""
"Netherlands","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.32",""
"Netherlands","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.31",""
"Netherlands","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.16",""
"Netherlands","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.46",""
"Netherlands","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.38",""
"Netherlands","2008","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.50",""
"Netherlands","2008","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.34",""
"Netherlands","2008","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.24",""
"Netherlands","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.53",""
"Netherlands","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.39",""
"Netherlands","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.95",""
"Netherlands","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.47",""
"Netherlands","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.43",""
"Netherlands","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.63",""
"Netherlands","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.41",""
"Netherlands","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.98",""
"Netherlands","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.45",""
"Netherlands","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.44",""
"Netherlands","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.68",""
"Netherlands","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.41",""
"Netherlands","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.93",""
"Netherlands","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.41",""
"Netherlands","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.39",""
"Netherlands","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.72",""
"Netherlands","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.41",""
"Austria","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.68",""
"Austria","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.12",""
"Austria","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.64",""
"Austria","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.28",""
"Austria","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.63",""
"Austria","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.53",""
"Austria","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.09",""
"Austria","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.72",""
"Austria","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.30",""
"Austria","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.42",""
"Austria","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.48",""
"Austria","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.04",""
"Austria","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.61",""
"Austria","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.43",""
"Austria","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.40",""
"Austria","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.44",""
"Austria","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.03",""
"Austria","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.52",""
"Austria","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.48",""
"Austria","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.40",""
"Austria","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.40",""
"Austria","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.00",""
"Austria","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.54",""
"Austria","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.47",""
"Austria","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.40",""
"Austria","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.33",""
"Austria","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.96",""
"Austria","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.49",""
"Austria","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.48",""
"Austria","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.40",""
"Austria","2008","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.47",""
"Austria","2008","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.98",""
"Austria","2008","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.55",""
"Austria","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.49",""
"Austria","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.46",""
"Austria","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.98",""
"Austria","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.04",""
"Austria","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.82",""
"Austria","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.57",""
"Austria","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.55",""
"Austria","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.91",""
"Austria","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.01",""
"Austria","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.65",""
"Austria","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.64",""
"Austria","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.61",""
"Austria","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.80",""
"Austria","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.99",""
"Austria","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.66",""
"Austria","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.56",""
"Austria","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.59",""
"Poland","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.41","d"
"Poland","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.82",""
"Poland","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.10",""
"Poland","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.05",""
"Poland","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.43","d"
"Poland","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.35","d"
"Poland","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.79",""
"Poland","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.06",""
"Poland","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.02",""
"Poland","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.48","d"
"Poland","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.41","d"
"Poland","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.70",""
"Poland","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.01",""
"Poland","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.15",""
"Poland","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.55","d"
"Poland","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.47","d"
"Poland","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.69",""
"Poland","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.04",""
"Poland","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.19",""
"Poland","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.54","d"
"Poland","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.25","d"
"Poland","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.71",""
"Poland","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.05",""
"Poland","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.96",""
"Poland","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.53","d"
"Poland","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.91","d"
"Poland","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.59",""
"Poland","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.89",""
"Poland","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.93",""
"Poland","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.50","d"
"Poland","2008","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.08","d"
"Poland","2008","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.58",""
"Poland","2008","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.89",""
"Poland","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.04",""
"Poland","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.57","d"
"Poland","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.09","d"
"Poland","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.58",""
"Poland","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.92",""
"Poland","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.07",""
"Poland","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.52","d"
"Poland","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.17","d"
"Poland","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.60",""
"Poland","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.87",""
"Poland","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.18",""
"Poland","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.52","d"
"Poland","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.94",""
"Poland","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.52",""
"Poland","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.76",""
"Poland","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.13",""
"Poland","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.54",""
"Portugal","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.33","d"
"Portugal","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.65","d"
"Portugal","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.25","d"
"Portugal","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.92","d"
"Portugal","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.51","d"
"Portugal","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.38","d"
"Portugal","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.63","d"
"Portugal","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.20","d"
